Date,State,District,Disease,Cases,Deaths
2025-11-02,Maharashtra,Dharashiv,Typhoid,56,0
2025-11-09,Maharashtra,Dharashiv,Typhoid,53,1
2025-11-16,Maharashtra,Dharashiv,Typhoid,49,1
2025-11-23,Maharashtra,Dharashiv,Typhoid,51,0
2025-11-30,Maharashtra,Dharashiv,Typhoid,45,1
2025-12-07,Maharashtra,Dharashiv,Typhoid,45,2
2025-12-14,Maharashtra,Dharashiv,Typhoid,41,0
2025-12-21,Maharashtra,Dharashiv,Typhoid,39,0
2023-01-01,Maharashtra,Dharashiv,Chikungunya,12,0
2023-01-08,Maharashtra,Dharashiv,Chikungunya,11,0
2023-01-15,Maharashtra,Dharashiv,Chikungunya,8,0
2023-01-22,Maharashtra,Dharashiv,Chikungunya,7,0
2023-01-29,Maharashtra,Dharashiv,Chikungunya,2,0
2023-02-05,Maharashtra,Dharashiv,Chikungunya,5,0
2023-02-12,Maharashtra,Dharashiv,Chikungunya,0,0
2023-02-19,Maharashtra,Dharashiv,Chikungunya,1,0
2023-02-26,Maharashtra,Dharashiv,Chikungunya,7,0
2023-03-05,Maharashtra,Dharashiv,Chikungunya,4,0
2023-03-12,Maharashtra,Dharashiv,Chikungunya,1,0
2023-03-19,Maharashtra,Dharashiv,Chikungunya,6,0
2023-03-26,Maharashtra,Dharashiv,Chikungunya,0,0
2023-04-02,Maharashtra,Dharashiv,Chikungunya,4,0
2023-04-09,Maharashtra,Dharashiv,Chikungunya,8,0
2023-04-16,Maharashtra,Dharashiv,Chikungunya,2,0
2023-04-23,Maharashtra,Dharashiv,Chikungunya,8,0
2023-04-30,Maharashtra,Dharashiv,Chikungunya,5,0
2023-05-07,Maharashtra,Dharashiv,Chikungunya,7,0
2023-05-14,Maharashtra,Dharashiv,Chikungunya,49,1
2023-05-21,Maharashtra,Dharashiv,Chikungunya,12,0
2023-05-28,Maharashtra,Dharashiv,Chikungunya,12,0
2023-06-04,Maharashtra,Dharashiv,Chikungunya,15,0
2023-06-11,Maharashtra,Dharashiv,Chikungunya,11,0
2023-06-18,Maharashtra,Dharashiv,Chikungunya,17,0
2023-06-25,Maharashtra,Dharashiv,Chikungunya,14,0
2023-07-02,Maharashtra,Dharashiv,Chikungunya,20,0
2023-07-09,Maharashtra,Dharashiv,Chikungunya,17,0
2023-07-16,Maharashtra,Dharashiv,Chikungunya,18,0
2023-07-23,Maharashtra,Dharashiv,Chikungunya,21,1
2023-07-30,Maharashtra,Dharashiv,Chikungunya,24,0
2023-08-06,Maharashtra,Dharashiv,Chikungunya,19,0
2023-08-13,Maharashtra,Dharashiv,Chikungunya,25,0
2023-08-20,Maharashtra,Dharashiv,Chikungunya,21,0
2023-08-27,Maharashtra,Dharashiv,Chikungunya,20,0
2023-09-03,Maharashtra,Dharashiv,Chikungunya,26,0
2023-09-10,Maharashtra,Dharashiv,Chikungunya,93,2
2023-09-17,Maharashtra,Dharashiv,Chikungunya,22,0
2023-09-24,Maharashtra,Dharashiv,Chikungunya,20,0
2023-10-01,Maharashtra,Dharashiv,Chikungunya,19,0
2023-10-08,Maharashtra,Dharashiv,Chikungunya,18,0
2023-10-15,Maharashtra,Dharashiv,Chikungunya,19,0
2023-10-22,Maharashtra,Dharashiv,Chikungunya,18,0
2023-10-29,Maharashtra,Dharashiv,Chikungunya,17,0
2023-11-05,Maharashtra,Dharashiv,Chikungunya,14,0
2023-11-12,Maharashtra,Dharashiv,Chikungunya,16,0
2023-11-19,Maharashtra,Dharashiv,Chikungunya,16,0
2023-11-26,Maharashtra,Dharashiv,Chikungunya,18,0
2023-12-03,Maharashtra,Dharashiv,Chikungunya,13,0
2023-12-10,Maharashtra,Dharashiv,Chikungunya,15,0
2023-12-17,Maharashtra,Dharashiv,Chikungunya,10,0
2023-12-24,Maharashtra,Dharashiv,Chikungunya,13,0
2023-12-31,Maharashtra,Dharashiv,Chikungunya,9,0
2024-01-07,Maharashtra,Dharashiv,Chikungunya,10,0
2024-01-14,Maharashtra,Dharashiv,Chikungunya,6,0
2024-01-21,Maharashtra,Dharashiv,Chikungunya,4,0
2024-01-28,Maharashtra,Dharashiv,Chikungunya,1,0
2024-02-04,Maharashtra,Dharashiv,Chikungunya,6,0
2024-02-11,Maharashtra,Dharashiv,Chikungunya,1,0
2024-02-18,Maharashtra,Dharashiv,Chikungunya,1,0
2024-02-25,Maharashtra,Dharashiv,Chikungunya,2,0
2024-03-03,Maharashtra,Dharashiv,Chikungunya,2,0
2024-03-10,Maharashtra,Dharashiv,Chikungunya,1,0
2024-03-17,Maharashtra,Dharashiv,Chikungunya,3,0
2024-03-24,Maharashtra,Dharashiv,Chikungunya,5,0
2024-03-31,Maharashtra,Dharashiv,Chikungunya,7,0
2024-04-07,Maharashtra,Dharashiv,Chikungunya,6,0
2024-04-14,Maharashtra,Dharashiv,Chikungunya,3,0
2024-04-21,Maharashtra,Dharashiv,Chikungunya,3,0
2024-04-28,Maharashtra,Dharashiv,Chikungunya,5,0
2024-05-05,Maharashtra,Dharashiv,Chikungunya,10,0
2024-05-12,Maharashtra,Dharashiv,Chikungunya,8,0
2024-05-19,Maharashtra,Dharashiv,Chikungunya,64,2
2024-05-26,Maharashtra,Dharashiv,Chikungunya,15,0
2024-06-02,Maharashtra,Dharashiv,Chikungunya,10,0
2024-06-09,Maharashtra,Dharashiv,Chikungunya,11,0
2024-06-16,Maharashtra,Dharashiv,Chikungunya,14,0
2024-06-23,Maharashtra,Dharashiv,Chikungunya,19,0
2024-06-30,Maharashtra,Dharashiv,Chikungunya,18,0
2024-07-07,Maharashtra,Dharashiv,Chikungunya,16,0
2024-07-14,Maharashtra,Dharashiv,Chikungunya,91,1
2024-07-21,Maharashtra,Dharashiv,Chikungunya,24,0
2024-07-28,Maharashtra,Dharashiv,Chikungunya,104,4
2024-08-04,Maharashtra,Dharashiv,Chikungunya,18,0
2024-08-11,Maharashtra,Dharashiv,Chikungunya,22,0
2024-08-18,Maharashtra,Dharashiv,Chikungunya,20,0
2024-08-25,Maharashtra,Dharashiv,Chikungunya,24,0
2024-09-01,Maharashtra,Dharashiv,Chikungunya,20,0
2024-09-08,Maharashtra,Dharashiv,Chikungunya,26,0
2024-09-15,Maharashtra,Dharashiv,Chikungunya,24,0
2024-09-22,Maharashtra,Dharashiv,Chikungunya,139,2
2024-09-29,Maharashtra,Dharashiv,Chikungunya,19,0
2024-10-06,Maharashtra,Dharashiv,Chikungunya,23,0
2024-10-13,Maharashtra,Dharashiv,Chikungunya,22,0
2024-10-20,Maharashtra,Dharashiv,Chikungunya,23,1
2024-10-27,Maharashtra,Dharashiv,Chikungunya,17,0
2024-11-03,Maharashtra,Dharashiv,Chikungunya,15,0
2024-11-10,Maharashtra,Dharashiv,Chikungunya,20,0
2024-11-17,Maharashtra,Dharashiv,Chikungunya,52,2
2024-11-24,Maharashtra,Dharashiv,Chikungunya,15,0
2024-12-01,Maharashtra,Dharashiv,Chikungunya,17,0
2024-12-08,Maharashtra,Dharashiv,Chikungunya,11,0
2024-12-15,Maharashtra,Dharashiv,Chikungunya,7,0
2024-12-22,Maharashtra,Dharashiv,Chikungunya,11,0
2024-12-29,Maharashtra,Dharashiv,Chikungunya,10,0
2025-01-05,Maharashtra,Dharashiv,Chikungunya,10,0
2025-01-12,Maharashtra,Dharashiv,Chikungunya,9,0
2025-01-19,Maharashtra,Dharashiv,Chikungunya,4,0
2025-01-26,Maharashtra,Dharashiv,Chikungunya,8,0
2025-02-02,Maharashtra,Dharashiv,Chikungunya,5,0
2025-02-09,Maharashtra,Dharashiv,Chikungunya,6,0
2025-02-16,Maharashtra,Dharashiv,Chikungunya,2,0
2025-02-23,Maharashtra,Dharashiv,Chikungunya,5,0
2025-03-02,Maharashtra,Dharashiv,Chikungunya,5,0
2025-03-09,Maharashtra,Dharashiv,Chikungunya,4,0
2025-03-16,Maharashtra,Dharashiv,Chikungunya,6,0
2025-03-23,Maharashtra,Dharashiv,Chikungunya,7,0
2025-03-30,Maharashtra,Dharashiv,Chikungunya,1,0
2025-04-06,Maharashtra,Dharashiv,Chikungunya,6,0
2025-04-13,Maharashtra,Dharashiv,Chikungunya,8,0
2025-04-20,Maharashtra,Dharashiv,Chikungunya,3,0
2025-04-27,Maharashtra,Dharashiv,Chikungunya,10,0
2025-05-04,Maharashtra,Dharashiv,Chikungunya,7,0
2025-05-11,Maharashtra,Dharashiv,Chikungunya,8,0
2025-05-18,Maharashtra,Dharashiv,Chikungunya,14,0
2025-05-25,Maharashtra,Dharashiv,Chikungunya,34,0
2025-06-01,Maharashtra,Dharashiv,Chikungunya,10,0
2025-06-08,Maharashtra,Dharashiv,Chikungunya,18,0
2025-06-15,Maharashtra,Dharashiv,Chikungunya,17,0
2025-06-22,Maharashtra,Dharashiv,Chikungunya,14,0
2025-06-29,Maharashtra,Dharashiv,Chikungunya,19,0
2025-07-06,Maharashtra,Dharashiv,Chikungunya,19,0
2025-07-13,Maharashtra,Dharashiv,Chikungunya,17,0
2025-07-20,Maharashtra,Dharashiv,Chikungunya,74,3
2025-07-27,Maharashtra,Dharashiv,Chikungunya,22,0
2025-08-03,Maharashtra,Dharashiv,Chikungunya,22,0
2025-08-10,Maharashtra,Dharashiv,Chikungunya,22,0
2025-08-17,Maharashtra,Dharashiv,Chikungunya,26,0
2025-08-24,Maharashtra,Dharashiv,Chikungunya,20,0
2025-08-31,Maharashtra,Dharashiv,Chikungunya,25,0
2025-09-07,Maharashtra,Dharashiv,Chikungunya,23,1
2025-09-14,Maharashtra,Dharashiv,Chikungunya,21,0
2025-09-21,Maharashtra,Dharashiv,Chikungunya,20,0
2025-09-28,Maharashtra,Dharashiv,Chikungunya,20,0
2025-10-05,Maharashtra,Dharashiv,Chikungunya,25,0
2025-10-12,Maharashtra,Dharashiv,Chikungunya,22,0
2025-10-19,Maharashtra,Dharashiv,Chikungunya,18,0
2025-10-26,Maharashtra,Dharashiv,Chikungunya,16,0
2025-11-02,Maharashtra,Dharashiv,Chikungunya,20,0
2025-11-09,Maharashtra,Dharashiv,Chikungunya,20,0
2025-11-16,Maharashtra,Dharashiv,Chikungunya,18,0
2025-11-23,Maharashtra,Dharashiv,Chikungunya,12,0
2025-11-30,Maharashtra,Dharashiv,Chikungunya,15,0
2025-12-07,Maharashtra,Dharashiv,Chikungunya,15,0
2025-12-14,Maharashtra,Dharashiv,Chikungunya,12,0
2025-12-21,Maharashtra,Dharashiv,Chikungunya,8,0
2023-01-01,Maharashtra,Parbhani,Dengue,17,0
2023-01-08,Maharashtra,Parbhani,Dengue,18,0
2023-01-15,Maharashtra,Parbhani,Dengue,17,0
2023-01-22,Maharashtra,Parbhani,Dengue,17,0
2023-01-29,Maharashtra,Parbhani,Dengue,17,0
2023-02-05,Maharashtra,Parbhani,Dengue,16,0
2023-02-12,Maharashtra,Parbhani,Dengue,15,0
2023-02-19,Maharashtra,Parbhani,Dengue,13,0
2023-02-26,Maharashtra,Parbhani,Dengue,9,0
2023-03-05,Maharashtra,Parbhani,Dengue,9,0
2023-03-12,Maharashtra,Parbhani,Dengue,8,0
2023-03-19,Maharashtra,Parbhani,Dengue,10,0
2023-03-26,Maharashtra,Parbhani,Dengue,4,0
2023-04-02,Maharashtra,Parbhani,Dengue,3,0
2023-04-09,Maharashtra,Parbhani,Dengue,6,0
2023-04-16,Maharashtra,Parbhani,Dengue,7,0
2023-04-23,Maharashtra,Parbhani,Dengue,1,0
2023-04-30,Maharashtra,Parbhani,Dengue,4,0
2023-05-07,Maharashtra,Parbhani,Dengue,4,0
2023-05-14,Maharashtra,Parbhani,Dengue,6,0
2023-05-21,Maharashtra,Parbhani,Dengue,1,0
2023-05-28,Maharashtra,Parbhani,Dengue,2,0
2023-06-04,Maharashtra,Parbhani,Dengue,7,0
2023-06-11,Maharashtra,Parbhani,Dengue,5,0
2023-06-18,Maharashtra,Parbhani,Dengue,6,0
2023-06-25,Maharashtra,Parbhani,Dengue,6,0
2023-07-02,Maharashtra,Parbhani,Dengue,7,0
2023-07-09,Maharashtra,Parbhani,Dengue,5,0
2023-07-16,Maharashtra,Parbhani,Dengue,5,0
2023-07-23,Maharashtra,Parbhani,Dengue,12,0
2023-07-30,Maharashtra,Parbhani,Dengue,13,0
2023-08-06,Maharashtra,Parbhani,Dengue,8,0
2023-08-13,Maharashtra,Parbhani,Dengue,14,0
2023-08-20,Maharashtra,Parbhani,Dengue,16,0
2023-08-27,Maharashtra,Parbhani,Dengue,13,0
2023-09-03,Maharashtra,Parbhani,Dengue,17,0
2023-09-10,Maharashtra,Parbhani,Dengue,15,0
2023-09-17,Maharashtra,Parbhani,Dengue,21,0
2023-09-24,Maharashtra,Parbhani,Dengue,15,0
2023-10-01,Maharashtra,Parbhani,Dengue,22,0
2023-10-08,Maharashtra,Parbhani,Dengue,20,0
2023-10-15,Maharashtra,Parbhani,Dengue,18,0
2023-10-22,Maharashtra,Parbhani,Dengue,25,0
2023-10-29,Maharashtra,Parbhani,Dengue,26,0
2023-11-05,Maharashtra,Parbhani,Dengue,71,3
2023-11-12,Maharashtra,Parbhani,Dengue,25,0
2023-11-19,Maharashtra,Parbhani,Dengue,23,0
2023-11-26,Maharashtra,Parbhani,Dengue,25,0
2023-12-03,Maharashtra,Parbhani,Dengue,23,0
2023-12-10,Maharashtra,Parbhani,Dengue,20,0
2023-12-17,Maharashtra,Parbhani,Dengue,19,0
2023-12-24,Maharashtra,Parbhani,Dengue,23,0
2023-12-31,Maharashtra,Parbhani,Dengue,19,0
2024-01-07,Maharashtra,Parbhani,Dengue,22,0
2024-01-14,Maharashtra,Parbhani,Dengue,62,2
2024-01-21,Maharashtra,Parbhani,Dengue,16,0
2024-01-28,Maharashtra,Parbhani,Dengue,15,0
2024-02-04,Maharashtra,Parbhani,Dengue,17,0
2024-02-11,Maharashtra,Parbhani,Dengue,15,0
2024-02-18,Maharashtra,Parbhani,Dengue,17,0
2024-02-25,Maharashtra,Parbhani,Dengue,12,0
2024-03-03,Maharashtra,Parbhani,Dengue,7,0
2024-03-10,Maharashtra,Parbhani,Dengue,7,0
2024-03-17,Maharashtra,Parbhani,Dengue,9,0
2024-03-24,Maharashtra,Parbhani,Dengue,4,0
2024-03-31,Maharashtra,Parbhani,Dengue,7,0
2024-04-07,Maharashtra,Parbhani,Dengue,5,0
2024-04-14,Maharashtra,Parbhani,Dengue,8,0
2024-04-21,Maharashtra,Parbhani,Dengue,7,0
2024-04-28,Maharashtra,Parbhani,Dengue,3,0
2024-05-05,Maharashtra,Parbhani,Dengue,3,0
2024-05-12,Maharashtra,Parbhani,Dengue,7,0
2024-05-19,Maharashtra,Parbhani,Dengue,2,0
2024-05-26,Maharashtra,Parbhani,Dengue,3,0
2024-06-02,Maharashtra,Parbhani,Dengue,7,0
2024-06-09,Maharashtra,Parbhani,Dengue,0,0
2024-06-16,Maharashtra,Parbhani,Dengue,4,0
2024-06-23,Maharashtra,Parbhani,Dengue,8,0
2024-06-30,Maharashtra,Parbhani,Dengue,7,0
2024-07-07,Maharashtra,Parbhani,Dengue,10,0
2024-07-14,Maharashtra,Parbhani,Dengue,9,0
2024-07-21,Maharashtra,Parbhani,Dengue,9,0
2024-07-28,Maharashtra,Parbhani,Dengue,9,0
2024-08-04,Maharashtra,Parbhani,Dengue,11,0
2024-08-11,Maharashtra,Parbhani,Dengue,11,0
2024-08-18,Maharashtra,Parbhani,Dengue,14,0
2024-08-25,Maharashtra,Parbhani,Dengue,14,0
2024-09-01,Maharashtra,Parbhani,Dengue,19,0
2024-09-08,Maharashtra,Parbhani,Dengue,18,0
2024-09-15,Maharashtra,Parbhani,Dengue,18,0
2024-09-22,Maharashtra,Parbhani,Dengue,21,0
2024-09-29,Maharashtra,Parbhani,Dengue,21,1
2024-10-06,Maharashtra,Parbhani,Dengue,21,0
2024-10-13,Maharashtra,Parbhani,Dengue,19,0
2024-10-20,Maharashtra,Parbhani,Dengue,25,0
2024-10-27,Maharashtra,Parbhani,Dengue,22,0
2024-11-03,Maharashtra,Parbhani,Dengue,23,0
2024-11-10,Maharashtra,Parbhani,Dengue,22,0
2024-11-17,Maharashtra,Parbhani,Dengue,23,0
2024-11-24,Maharashtra,Parbhani,Dengue,25,0
2024-12-01,Maharashtra,Parbhani,Dengue,21,0
2024-12-08,Maharashtra,Parbhani,Dengue,21,0
2024-12-15,Maharashtra,Parbhani,Dengue,25,0
2024-12-22,Maharashtra,Parbhani,Dengue,22,0
2024-12-29,Maharashtra,Parbhani,Dengue,18,0
2025-01-05,Maharashtra,Parbhani,Dengue,19,0
2025-01-12,Maharashtra,Parbhani,Dengue,15,0
2025-01-19,Maharashtra,Parbhani,Dengue,16,0
2025-01-26,Maharashtra,Parbhani,Dengue,15,0
2025-02-02,Maharashtra,Parbhani,Dengue,12,0
2025-02-09,Maharashtra,Parbhani,Dengue,17,0
2025-02-16,Maharashtra,Parbhani,Dengue,11,0
2025-02-23,Maharashtra,Parbhani,Dengue,12,0
2025-03-02,Maharashtra,Parbhani,Dengue,7,0
2025-03-09,Maharashtra,Parbhani,Dengue,7,0
2025-03-16,Maharashtra,Parbhani,Dengue,10,0
2025-03-23,Maharashtra,Parbhani,Dengue,11,0
2025-03-30,Maharashtra,Parbhani,Dengue,5,0
2025-04-06,Maharashtra,Parbhani,Dengue,9,0
2025-04-13,Maharashtra,Parbhani,Dengue,2,0
2025-04-20,Maharashtra,Parbhani,Dengue,8,0
2025-04-27,Maharashtra,Parbhani,Dengue,2,0
2025-05-04,Maharashtra,Parbhani,Dengue,5,0
2025-05-11,Maharashtra,Parbhani,Dengue,3,0
2025-05-18,Maharashtra,Parbhani,Dengue,6,0
2025-05-25,Maharashtra,Parbhani,Dengue,5,0
2025-06-01,Maharashtra,Parbhani,Dengue,1,0
2025-06-08,Maharashtra,Parbhani,Dengue,2,0
2025-06-15,Maharashtra,Parbhani,Dengue,4,0
2025-06-22,Maharashtra,Parbhani,Dengue,15,0
2025-06-29,Maharashtra,Parbhani,Dengue,7,0
2025-07-06,Maharashtra,Parbhani,Dengue,3,0
2025-07-13,Maharashtra,Parbhani,Dengue,9,0
2025-07-20,Maharashtra,Parbhani,Dengue,5,0
2025-07-27,Maharashtra,Parbhani,Dengue,13,0
2025-08-03,Maharashtra,Parbhani,Dengue,13,0
2025-08-10,Maharashtra,Parbhani,Dengue,12,0
2025-08-17,Maharashtra,Parbhani,Dengue,14,0
2025-08-24,Maharashtra,Parbhani,Dengue,14,0
2025-08-31,Maharashtra,Parbhani,Dengue,14,0
2025-09-07,Maharashtra,Parbhani,Dengue,20,0
2025-09-14,Maharashtra,Parbhani,Dengue,19,0
2025-09-21,Maharashtra,Parbhani,Dengue,22,0
2025-09-28,Maharashtra,Parbhani,Dengue,19,0
2025-10-05,Maharashtra,Parbhani,Dengue,18,0
2025-10-12,Maharashtra,Parbhani,Dengue,23,0
2025-10-19,Maharashtra,Parbhani,Dengue,18,0
2025-10-26,Maharashtra,Parbhani,Dengue,22,0
2025-11-02,Maharashtra,Parbhani,Dengue,24,1
2025-11-09,Maharashtra,Parbhani,Dengue,22,0
2025-11-16,Maharashtra,Parbhani,Dengue,27,1
2025-11-23,Maharashtra,Parbhani,Dengue,25,0
2025-11-30,Maharashtra,Parbhani,Dengue,26,0
2025-12-07,Maharashtra,Parbhani,Dengue,19,0
2025-12-14,Maharashtra,Parbhani,Dengue,18,0
2025-12-21,Maharashtra,Parbhani,Dengue,19,0
2023-01-01,Maharashtra,Parbhani,Malaria,0,0
2023-01-08,Maharashtra,Parbhani,Malaria,0,0
2023-01-15,Maharashtra,Parbhani,Malaria,0,0
2023-01-22,Maharashtra,Parbhani,Malaria,5,0
2023-01-29,Maharashtra,Parbhani,Malaria,0,0
2023-02-05,Maharashtra,Parbhani,Malaria,4,0
2023-02-12,Maharashtra,Parbhani,Malaria,4,0
2023-02-19,Maharashtra,Parbhani,Malaria,4,0
2023-02-26,Maharashtra,Parbhani,Malaria,0,0
2023-03-05,Maharashtra,Parbhani,Malaria,3,0
2023-03-12,Maharashtra,Parbhani,Malaria,4,0
2023-03-19,Maharashtra,Parbhani,Malaria,1,0
2023-03-26,Maharashtra,Parbhani,Malaria,0,0
2023-04-02,Maharashtra,Parbhani,Malaria,5,0
2023-04-09,Maharashtra,Parbhani,Malaria,4,0
2023-04-16,Maharashtra,Parbhani,Malaria,1,0
2023-04-23,Maharashtra,Parbhani,Malaria,3,0
2023-04-30,Maharashtra,Parbhani,Malaria,1,0
2023-05-07,Maharashtra,Parbhani,Malaria,0,0
2023-05-14,Maharashtra,Parbhani,Malaria,0,0
2023-05-21,Maharashtra,Parbhani,Malaria,0,0
2023-05-28,Maharashtra,Parbhani,Malaria,0,0
2023-06-04,Maharashtra,Parbhani,Malaria,0,0
2023-06-11,Maharashtra,Parbhani,Malaria,0,0
2023-06-18,Maharashtra,Parbhani,Malaria,1,0
2023-06-25,Maharashtra,Parbhani,Malaria,0,0
2023-07-02,Maharashtra,Parbhani,Malaria,2,0
2023-07-09,Maharashtra,Parbhani,Malaria,3,0
2023-07-16,Maharashtra,Parbhani,Malaria,3,0
2023-07-23,Maharashtra,Parbhani,Malaria,0,0
2023-07-30,Maharashtra,Parbhani,Malaria,1,0
2023-08-06,Maharashtra,Parbhani,Malaria,2,0
2023-08-13,Maharashtra,Parbhani,Malaria,0,0
2023-08-20,Maharashtra,Parbhani,Malaria,4,0
2023-08-27,Maharashtra,Parbhani,Malaria,0,0
2023-09-03,Maharashtra,Parbhani,Malaria,4,0
2023-09-10,Maharashtra,Parbhani,Malaria,3,0
2023-09-17,Maharashtra,Parbhani,Malaria,4,0
2023-09-24,Maharashtra,Parbhani,Malaria,4,0
2023-10-01,Maharashtra,Parbhani,Malaria,5,0
2023-10-08,Maharashtra,Parbhani,Malaria,1,0
2023-10-15,Maharashtra,Parbhani,Malaria,0,0
2023-10-22,Maharashtra,Parbhani,Malaria,0,0
2023-10-29,Maharashtra,Parbhani,Malaria,4,0
2023-11-05,Maharashtra,Parbhani,Malaria,0,0
2023-11-12,Maharashtra,Parbhani,Malaria,2,0
2023-11-19,Maharashtra,Parbhani,Malaria,0,0
2023-11-26,Maharashtra,Parbhani,Malaria,3,0
2023-12-03,Maharashtra,Parbhani,Malaria,1,0
2023-12-10,Maharashtra,Parbhani,Malaria,4,0
2023-12-17,Maharashtra,Parbhani,Malaria,0,0
2023-12-24,Maharashtra,Parbhani,Malaria,1,0
2023-12-31,Maharashtra,Parbhani,Malaria,1,0
2024-01-07,Maharashtra,Parbhani,Malaria,3,0
2024-01-14,Maharashtra,Parbhani,Malaria,0,0
2024-01-21,Maharashtra,Parbhani,Malaria,1,0
2024-01-28,Maharashtra,Parbhani,Malaria,0,0
2024-02-04,Maharashtra,Parbhani,Malaria,5,0
2024-02-11,Maharashtra,Parbhani,Malaria,1,0
2024-02-18,Maharashtra,Parbhani,Malaria,1,0
2024-02-25,Maharashtra,Parbhani,Malaria,2,0
2024-03-03,Maharashtra,Parbhani,Malaria,3,0
2024-03-10,Maharashtra,Parbhani,Malaria,3,0
2024-03-17,Maharashtra,Parbhani,Malaria,5,0
2024-03-24,Maharashtra,Parbhani,Malaria,5,0
2024-03-31,Maharashtra,Parbhani,Malaria,3,0
2024-04-07,Maharashtra,Parbhani,Malaria,3,0
2024-04-14,Maharashtra,Parbhani,Malaria,0,0
2024-04-21,Maharashtra,Parbhani,Malaria,1,0
2024-04-28,Maharashtra,Parbhani,Malaria,0,0
2024-05-05,Maharashtra,Parbhani,Malaria,4,0
2024-05-12,Maharashtra,Parbhani,Malaria,1,0
2024-05-19,Maharashtra,Parbhani,Malaria,4,0
2024-05-26,Maharashtra,Parbhani,Malaria,1,0
2024-06-02,Maharashtra,Parbhani,Malaria,3,0
2024-06-09,Maharashtra,Parbhani,Malaria,5,0
2024-06-16,Maharashtra,Parbhani,Malaria,5,0
2024-06-23,Maharashtra,Parbhani,Malaria,3,0
2024-06-30,Maharashtra,Parbhani,Malaria,5,0
2024-07-07,Maharashtra,Parbhani,Malaria,0,0
2024-07-14,Maharashtra,Parbhani,Malaria,0,0
2024-07-21,Maharashtra,Parbhani,Malaria,0,0
2024-07-28,Maharashtra,Parbhani,Malaria,4,0
2024-08-04,Maharashtra,Parbhani,Malaria,1,0
2024-08-11,Maharashtra,Parbhani,Malaria,0,0
2024-08-18,Maharashtra,Parbhani,Malaria,3,0
2024-08-25,Maharashtra,Parbhani,Malaria,5,0
2024-09-01,Maharashtra,Parbhani,Malaria,0,0
2024-09-08,Maharashtra,Parbhani,Malaria,0,0
2024-09-15,Maharashtra,Parbhani,Malaria,2,0
2024-09-22,Maharashtra,Parbhani,Malaria,4,0
2024-09-29,Maharashtra,Parbhani,Malaria,0,0
2024-10-06,Maharashtra,Parbhani,Malaria,0,0
2024-10-13,Maharashtra,Parbhani,Malaria,1,0
2024-10-20,Maharashtra,Parbhani,Malaria,2,0
2024-10-27,Maharashtra,Parbhani,Malaria,2,0
2024-11-03,Maharashtra,Parbhani,Malaria,0,0
2024-11-10,Maharashtra,Parbhani,Malaria,4,0
2024-11-17,Maharashtra,Parbhani,Malaria,1,0
2024-11-24,Maharashtra,Parbhani,Malaria,1,0
2024-12-01,Maharashtra,Parbhani,Malaria,0,0
2024-12-08,Maharashtra,Parbhani,Malaria,0,0
2024-12-15,Maharashtra,Parbhani,Malaria,4,0
2024-12-22,Maharashtra,Parbhani,Malaria,5,0
2024-12-29,Maharashtra,Parbhani,Malaria,0,0
2025-01-05,Maharashtra,Parbhani,Malaria,0,0
2025-01-12,Maharashtra,Parbhani,Malaria,4,0
2025-01-19,Maharashtra,Parbhani,Malaria,3,0
2025-01-26,Maharashtra,Parbhani,Malaria,0,0
2025-02-02,Maharashtra,Parbhani,Malaria,0,0
2025-02-09,Maharashtra,Parbhani,Malaria,5,0
2025-02-16,Maharashtra,Parbhani,Malaria,0,0
2025-02-23,Maharashtra,Parbhani,Malaria,2,0
2025-03-02,Maharashtra,Parbhani,Malaria,0,0
2025-03-09,Maharashtra,Parbhani,Malaria,3,0
2025-03-16,Maharashtra,Parbhani,Malaria,0,0
2025-03-23,Maharashtra,Parbhani,Malaria,4,0
2025-03-30,Maharashtra,Parbhani,Malaria,2,0
2025-04-06,Maharashtra,Parbhani,Malaria,1,0
2025-04-13,Maharashtra,Parbhani,Malaria,4,0
2025-04-20,Maharashtra,Parbhani,Malaria,3,0
2025-04-27,Maharashtra,Parbhani,Malaria,0,0
2025-05-04,Maharashtra,Parbhani,Malaria,0,0
2025-05-11,Maharashtra,Parbhani,Malaria,3,0
2025-05-18,Maharashtra,Parbhani,Malaria,4,0
2025-05-25,Maharashtra,Parbhani,Malaria,0,0
2025-06-01,Maharashtra,Parbhani,Malaria,4,0
2025-06-08,Maharashtra,Parbhani,Malaria,3,0
2025-06-15,Maharashtra,Parbhani,Malaria,5,0
2025-06-22,Maharashtra,Parbhani,Malaria,3,0
2025-06-29,Maharashtra,Parbhani,Malaria,4,0
2025-07-06,Maharashtra,Parbhani,Malaria,4,0
2025-07-13,Maharashtra,Parbhani,Malaria,2,0
2025-07-20,Maharashtra,Parbhani,Malaria,0,0
2025-07-27,Maharashtra,Parbhani,Malaria,0,0
2025-08-03,Maharashtra,Parbhani,Malaria,0,0
2025-08-10,Maharashtra,Parbhani,Malaria,3,0
2025-08-17,Maharashtra,Parbhani,Malaria,0,0
2025-08-24,Maharashtra,Parbhani,Malaria,3,0
2025-08-31,Maharashtra,Parbhani,Malaria,0,0
2025-09-07,Maharashtra,Parbhani,Malaria,0,0
2025-09-14,Maharashtra,Parbhani,Malaria,4,0
2025-09-21,Maharashtra,Parbhani,Malaria,0,0
2025-09-28,Maharashtra,Parbhani,Malaria,0,0
2025-10-05,Maharashtra,Parbhani,Malaria,3,0
